,name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId,Price,Release_date,Review_no,Review_type,Tags,Description
5016,,,,,,,,,,,,4.99,2020-12-15,3732.0,Overwhelmingly Positive,"Sexual Content,Nudity,Hentai,Dating Sim,Female Protagonist,Action,Mature,Great Soundtrack,Family Friendly,Violent,LGBTQ+,Demons,Hack and Slash,Anime,Spectacle fighter,FPS,Psychological Horror,Third Person,Singleplayer,Gore","Adds Vergil as a playable character in the story campaign, Bloody Palace mode and The Void."
5017,,,,,,,,,,,,0.0,2021-08-13,3467.0,Very Positive,"Multiplayer,Casual,Shooter,Colorful,PvP,Arcade,Gun Customization,Character Customization,Arena Shooter,FPS,First-Person,3D,Action,Stylized,Cute,Robots,Action-Adventure,Military,Minimalist,Futuristic",Face your friends in UpGun! Use each round to accumulate skills and overtake your opponents in this crazy deathmatch!
5018,,,,,,,,,,,,5.49,2023-11-28,83.0,Mostly Positive,"Horror,Gore,Action,Multiplayer,Survival Horror,Team-Based,Violent,PvP,Indie,Survival,Asynchronous Multiplayer,Third Person,Stealth,Blood,Cinematic,Atmospheric,3D,Nudity,Psychological Horror,Strategy","Bring home Nancy, possibly the most heinous and disturbed Family member of them all!"
5019,,,,,,,,,,,,3.49,2023-01-25,54.0,Very Positive,"Action,Adventure,RPG,Indie","Play as the Mechanist, laying waste to your foes with high tech weaponry and machinery!

Equipped with a medium range Gun, an Axe for close encounters (or throwing!), and a Jetpack for mobility, the Mechanist is an intense and powerful class."
5020,,,,,,,,,,,,2.99,2024-06-25,26.0,Positive,"Action,Horror,Multiplayer,Gore,Survival Horror,Indie,Team-Based,Violent,PvP,Third Person,Survival,Stealth,Asynchronous Multiplayer,Blood,Cinematic,3D,Atmospheric,Nudity,Psychological Horror,Strategy",Fight for your life and fight for freedom in style! This Stars 'N Stripes DLC pack gives you one brand new outfit with several color variants for Julie.
5021,,,,,,,,,,,,1.19,2016-06-28,2079.0,Mixed,"RPG,Action,Sci-fi,Open World,Singleplayer,Third Person,Cyberpunk,Post-apocalyptic,Adventure,Mars,Mature,Nudity,Choices Matter,Great Soundtrack,Atmospheric,Story Rich,Action RPG,Character Customization,Sexual Content,Romance",The Technomancer is a sci-fi RPG that offers players plenty of dynamic combat action based on 4 skill trees dedicated to 3 combat styles and the destructive electrical powers of the Technomancers.
5022,,,,,,,,,,,,2.39,2020-06-16,131.0,Very Positive,"Action,Violent",Become the night with the Nightstalker Gear Set for the Insurgent team. This set includes five cosmetic gear pieces.
5023,,,,,,,,,,,,2.99,2020-11-02,2455.0,Very Positive,"Indie,Horror,Multiplayer,Action,PvP,Survival Horror,Casual,Co-op,First-Person,Funny,Hentai",Dark Deception: Monsters & Mortals is a multiplayer horror party game with multiple modes where players take on the role of monsters or mortals from Dark Deception's universe (and other universes) and fight for soul shards in nightmarish mazes!
5024,,,,,,,,,,,,34.99,2023-12-14,58.0,Mixed,Action,"Set Contents:

6 DLC characters to be released: Lucilius, 2B, Vane, Beatrix, Versusia, Vikala

4 Color Variants (no. 5–8) and 3 Weapon Skins (no. 2–4) for the 6 DLC characters; Costume: Guider to the Eternal Edge (Gran); Costume: Guider to the Eternal Edge (Djeeta); Premium Avatar: Vikala (Yin)"
5025,,,,,,,,,,,,1.89,2020-02-10,2993.0,Very Positive,"Action,Adventure,Indie,Horror,Strategy,Casual,Survival Horror,Survival,Singleplayer,Cartoony,Top-Down,Arcade,Roguelike,Dark,Action-Adventure,Atmospheric,Story Rich,Third Person,Action Roguelike,Exploration",A lone wolf struggles to survive the inky abyss of Joey Drew Studios in this top-down survival horror.
5026,,,,,,,,,,,,6.99,2019-09-06,276.0,Mostly Positive,"Indie,Action,Pinball,Top-Down,Dungeon Crawler,Singleplayer,Fast-Paced,Hack and Slash","Unlock the power of an ancient facility and face the ominous, all-seeing Creature in this unique pinball-inspired hack & slash!"
5027,,,,,,,,,,,,2.39,2023-03-30,41.0,Positive,"Action,Violent",Embody the grizzled fighter within you with the Rust & Wrap Weapon Skin Set for Insurgents. These skins can be applied to six different weapons.
5028,,,,,,,,,,,,4.99,2019-07-01,36.0,Positive,"RPG,Indie,Action,Nudity,Adventure,Sexual Content","This is a martial arts action role-playing game. The core of the game is battle-oriented, and it combines many fighting elements. If you are a player who pursues blood and is brave enough to challenge the limits, it will definitely inspire your adrenaline and bring you the best combat experience."
5029,,,,,,,,,,,,19.99,2020-09-24,63.0,Very Positive,"Action,Casual,Sports",DJMAX RESPECT V - TECHNIKA 2 PACK! Now enjoy the songs of DJMAX TECHNIKA 2 in DJMAX RESPECT V.
5030,,,,,,,,,,,,1.99,2021-05-04,27.0,Mixed,"Action,Gore,Violent","You may have taken down an Undead Zeppelin, but the fight never ends in the most expansive Zombie Army 4 campaign mission yet!"
5031,,,,,,,,,,,,2.99,2023-04-08,24.0,Positive,"Action,Casual,Arcade,Action Roguelike,2.5D,Anime,Isometric,Capitalism,Comedy,Indie,Controller,Inventory Management,Procedural Generation,Singleplayer","In this breakneck arcade-style game, take control of Flow, Macho, & Jade - three idols who were fired from their dream gig for being... different. Choose from 3 game modes and quickly feed weaker idols to your own and reach a 5-star rating. Be careful, you could end up as level fodder yourself!"
5032,,,,,,,,,,,,29.99,2018-09-25,1675.0,Mixed,"Mechs,Action,Anime,Character Customization,Multiplayer,Dating Sim,Robots,Visual Novel,Singleplayer","Collect Gunpla parts with friends, and make the ultimate Gundam!

Defeat your enemies with your Gunpla model, collect their parts, and use them to make and battle with your own custom Gundam in this all-new Gunpla action game!"
5033,,,,,,,,,,,,7.99,2012-10-17,567.0,Very Positive,"Anime,Action,Beat 'em up,Indie,Female Protagonist,Cute,Character Action Game,Platformer,Hack and Slash,Fighting,JRPG,RPG,Singleplayer,Side Scroller",Take control of Freesia as she protects Lita Forest by beating the living daylights out of enemies invading the forest!
5034,,,,,,,,,,,,1.99,2021-05-25,24.0,Positive,"Action,Beat 'em up","Add FINAL FIGHT to your Capcom Arcade Stadium game line-up!



The criminal Mad Gear Gang dominates the streets of Metro City. At the first sign that Mayor Mike Haggar would oppose the criminals, his family too became a target of their cruelty. For the sake of the city, three brave vigilantes must stand against this evil!"
5035,,,,,,,,,,,,9.99,2020-02-06,83.0,Very Positive,Action,"A decor set you can use to decorate your room.

Decorate your room to your heart's content!"
5036,,,,,,,,,,,,3.29,2022-03-29,38.0,Mostly Positive,"RPG,Action,Party-Based RPG,First-Person,Fantasy,1990's,Combat,Old School,Dungeons & Dragons,Retro,Singleplayer","Step into a world of gothic and Egyptian horror and adventure, set in the campaign setting of Ravenloft. This series of entrancing horrors includes Ravenloft: Strahd's Possession and its sequel, Ravenloft: Stone Prophet."
5037,,,,,,,,,,,,2.19,2023-10-26,64.0,Very Positive,"Action,Indie,Gore,Violent",Test your ultimate badass skills with the Trepang2 Survival Mode DLC.
5038,,,,,,,,,,,,2.99,2022-12-23,47.0,Mixed,"Adventure,Action,Violent,Sexual Content,Gore,Nudity","A huge expansion for Succubus, which expands the plot of the game and allows you to play as the Red Goddess!"
5039,,,,,,,,,,,,2.99,2021-09-30,16.0,Positive,"Action,Adventure,Singleplayer,Comic Book,Cinematic",‘Zombie Crypt’ Outfit is only available for use in Life is Strange: Before the Storm Remastered. The Life is Strange Remastered Collection includes ‘Life is Strange Remastered’ and ‘Life is Strange: Before the Storm Remastered’.
5040,,,,,,,,,,,,5.1,2020-11-06,346.0,Very Positive,"Adventure,Action,Platformer,2D Platformer,Action-Adventure,Side Scroller,2D,Pixel Graphics,Anime,Indie,Colorful,Top-Down,Atmospheric,Fantasy,Hack and Slash,Singleplayer,Female Protagonist",Shiro is an adventure platformer in which you have to find your missing sister
5041,,,,,,,,,,,,8.19,2013-10-28,7458.0,Very Positive,"Horror,Survival Horror,First-Person,Multiplayer,Indie,Dark,Psychological Horror,Singleplayer,Atmospheric,Walking Simulator,Adventure,Survival,Action,Difficult,Open World,Female Protagonist,Exploration,Co-op,Jump Scare,Short",Slender Man returns more terrifying than ever. You're on your own. No one to help you. No one to hear you scream. Relive the horror all over again with cutting edge visuals for the 10th Anniversary Update and experience survival horror at its finest.
5042,,,,,,,,,,,,5.99,2014-02-24,769.0,Very Positive,"RPG,Adventure,Action,Action RPG,Fantasy,Anime,JRPG,Singleplayer,Third Person,Classic,Female Protagonist,Great Soundtrack,First-Person,Open World,FPS,Atmospheric,Story Rich",
5043,,,,,,,,,,,,5.49,2023-11-14,865.0,Very Positive,"Action,Casual,Platformer,Puzzle,2D Platformer,Puzzle Platformer,2D,Cartoony,Colorful,Cute,Multiplayer,Family Friendly,Stylized,Controller,Co-op,Singleplayer,Online Co-Op,Co-op Campaign,Party Game,Experimental","Share the love and die trying! KarmaZoo is a joyful, altruistic, cooperative platformer where up to 10 random players help each other with the unique abilities of 50 different characters - all for the sake of good Karma."
5044,,,,,,,,,,,,1.75,2015-03-17,934.0,Mixed,"Action,Indie,Adventure,Female Protagonist,Platformer,3D Platformer,Singleplayer,Side Scroller,Short,Steampunk,Fantasy,RPG","Are you afraid of the big bad Woolfe? Step into the boots of a vengeful Red Riding Hood in this twisted-fairytale platformer. Defeat deranged fairytale bosses with your trusty axe, explore a gorgeous fantasy universe and piece together the truth behind the mysterious passing of Red’s father."
5045,,,,,,,,,,,,4.41,2019-06-11,67.0,Very Positive,"Indie,Simulation,Action","Enables the humanoid species, Robots, that consume power instead of gases and food as fully playable in Stationeers."
5046,,,,,,,,,,,,2.99,2015-07-09,520.0,Very Positive,"Action,Indie,Retro,2D,Shooter,Platformer,Pixel Graphics,Difficult,Great Soundtrack,Side Scroller,Co-op,Online Co-Op",Super Cyborg is an old school non-stop hardcore run'n'gun action game! You are an elite battle cyborg who is sent in to investigate a series of anomalies on a mysterious island. The merciless alien known as the 'Xirxul life form' has been awakened by unwitting scientists and now: all humanity is in danger!
5047,,,,,,,,,,,,5.99,2017-03-08,59.0,Very Positive,"Action,Indie,VR,Space,Sci-fi,Shooter,Space Sim,Third Person,Arcade,Early Access,Simulation,1980s,Third-Person Shooter","This VR title is a unique room-scale third-person shooter. Control the Nightstar by moving your Motion Controller in space, shooting a vast variety of enemies, and avoiding obstacles and enemy fire. Play through 8 levels of non-stop action and immortalize your name on the global leaderboard!"
5048,,,,,,,,,,,,3.49,2024-02-26,10.0,Positive,"Action-Adventure,Adventure,Atmospheric,Stealth,Top-Down,Survival Horror,Post-apocalyptic,Crafting,Cold War,Twin Stick Shooter,Story Rich,3D,Conversation,Open World,Action,Alternate History,Isometric,Shooter,Third Person,Sci-fi",A wave defense mode set in a new location in Tunguska. Stop the waves of minions from energizing Valentin and claiming the Zone. Arm and supply yourself with Soul Stones left by your fallen foes. Use your creativity with all the gears in the game to outgun a seemingly undefeatable enemy.
5049,,,,,,,,,,,,7.99,2023-05-26,33.0,Positive,Action,This color pack unlocks 2 new colors for the 24 characters up to Season 2.
5050,,,,,,,,,,,,69.99,2023-12-14,31.0,Mixed,"Simulation,Action,Free to Play,Massively Multiplayer","This Pack includes: 



Tornado IDS WTD 61 (Rank 7 Germany);

Premium account for 20 days;

2500 Golden Eagles."
5051,,,,,,,,,,,,5.49,2017-11-30,2186.0,Very Positive,"Shoot 'Em Up,Arcade,Bullet Hell,Local Co-Op,Top-Down,Top-Down Shooter,Action,Indie,Local Multiplayer,Score Attack,Controller,Singleplayer,Old School,Shooter,Colorful,Flight,2.5D,Replay Value,War,Retro","Sky Force Reloaded is a classic shoot ‘em up experience packed in gorgeous visuals and excellent gameplay. Enjoy flashy explosions, beautiful scenery and massive bosses in single player or local cooperative modes."
5052,,,,,,,,,,,,2.99,2014-05-05,27.0,Positive,"Action,Shoot 'Em Up,Classic,Arcade,Retro,1990's","In the not-so-distant future, the calamity of World War III led to eventual world peace. But, it didn't last. Earth was invaded by alien marauders - the Kretons. Earth's united military force, still depleted after the mighty onslaught of WWIII, was not nearly sufficient to repel the numerous Kreton attacks.



It was discovered that the Kretons had used a wormhole to invade our region of space from their home worlds. And with that knowledge Earth called into action Major Harrison Stryker, hero of WWIII, to travel back through the wormhole and destroy the Kreton's home world headquarters.



With almost no chance of success, you accept the mission..."
5053,,,,,,,,,,,,8.19,2023-11-15,151.0,Very Positive,"Fighting,Competitive,PvP,Local Multiplayer,Action,Multiplayer,Chess,2D,Combat,2D Fighter,Controller,Board Game,Wrestling,Minimalist,Stylized,Tactical,Turn-Based Tactics,Turn-Based Strategy,Strategy,Singleplayer",Chess meets Fighting games. Crush your opponents in the arena and on the chessboard in this online multiplayer competitive tactical fighting game that mixes the strategic elegance of Chess with the fast-paced execution of fighting games.
5054,,,,,,,,,,,,9.99,2013-04-03,209.0,Very Positive,"Action,Indie,Platformer,Female Protagonist,Co-op,Comedy,Local Co-Op,Singleplayer",
5055,,,,,,,,,,,,6.99,2023-06-29,686.0,Mixed,"Action,Adventure,Gore,Violent","The biophage virus threatens to spread beyond the walls of Black Iron Prison. Fight through the derelict penitentiary in a last-ditch attempt to retrieve Mahler’s data, get it off Callisto and redeem yourself."
5056,,,,,,,,,,,,7.79,2022-01-18,1744.0,Mostly Positive,"Action,Roguelike,Pixel Graphics,Platformer,Action-Adventure,2D Platformer,Cyberpunk,Roguelite,Side Scroller,2D,Action Roguelike,Hack and Slash,Indie,Sci-fi,Singleplayer,Multiple Endings,Anime",Blade Assault is a 2D action rogue-lite platformer with beautiful pixel art set in a desolate sci-fi world. Fight against the corrupt military of Esperanza as part of the resistance force of the Undercity. Bring the corrupt to justice by becoming stronger and fighting alongside your trusty comrades.
5057,,,,,,,,,,,,4.99,2024-04-17,66.0,Very Positive,"Action,Dark Fantasy,Retro,FPS,Shooter,First-Person,Singleplayer,3D,Cartoony,Action Roguelike,Stylized,Roguelite,Violent,Procedural Generation,Co-op,Multiplayer,Gore,Online Co-Op",Monster Bullets is a first-person roguelite where each monster has a specific weakness. Quickly load the correct bullet for each monster and fire them off! Experiment with upgrades on each procedurally generated attempt and try to slay the goblin king!
5058,,,,,,,,,,,,17.99,2023-09-27,131.0,Very Positive,"Action,Casual,Sports","DJMAX × EZ2ON

DJMAX Collaboration is the DLC for EZ2ON REBOOT : R"
5059,,,,,,,,,,,,4.99,2018-09-11,72.0,Mostly Positive,"Free to Play,Massively Multiplayer,Action,Simulation,Naval Combat,Naval,World War II,Family Friendly",Behind Smith’s conventional appearance hides an unforgettable experience full of drifting and more torpedoes than you can count.
5060,,,,,,,,,,,,4.99,2024-04-22,89.0,Very Positive,"Adventure,Zombies,Action-Adventure,Co-op,Gore,First-Person,Post-apocalyptic,Horror,Dark,Action,Action RPG,Crafting,Controller,FPS,Dark Humor,PvE,Character Customization,Combat,Hack and Slash,Survival Horror","Lose yourself in a surreal, psycho-horror dreamscape as you explore a mysterious villa in Malibu. Descend through madness, debauchery, and gore, where survival means confronting a new wave of unexpected horrors."
5061,,,,,,,,,,,,3.49,2017-06-02,706.0,Very Positive,"RPG,Action,Classic,Singleplayer,Adventure,Retro,Fantasy,1990's","Silver, a corrupt and sinister sorcerer, rules the land of Jarrah with an iron fist. He and his henchmen have abducted the village women as part of a pact with the almighty god, Apocalypse. Now, only one man can put a stop to Silver and his minions. That man is you, David, a promising young knight whose wife is among the captured."
5062,,,,,,,,,,,,2.49,2016-03-04,442.0,Very Positive,"Action,Indie,Casual,Shoot 'Em Up,Psychological Horror","Just when you thought it was safe to eat chicken again, the chickens have returned with an organized invasion to take over the entire solar system! Journey to each planet and fight your way through to save the world (again)!"
5063,,,,,,,,,,,,6.99,2021-04-15,590.0,Overwhelmingly Positive,"Relaxing,Puzzle,Villain Protagonist,Stealth,Physics,3D,Cute,Funny,Surreal,Action,Casual,Simulation,Colorful,Family Friendly,Comedy,Adventure,Destruction,Memes,Singleplayer,Indie","Travel the world as a cute cardboard cloud and ruin everybody's day! Unlock new methods of mischief in over 50 levels, each with unique setting and objectives. This is an adorable schadenfreude simulator!"
5064,,,,,,,,,,,,6.99,2023-06-19,269.0,Mostly Positive,"Horror,Multiplayer,Procedural Generation,Survival Horror,Roguelite,Crafting,Loot,Online Co-Op,Psychological Horror,Dungeon Crawler,Realistic,Exploration,Action RPG,Action,First-Person,Nonlinear,Adventure,Inventory Management,Resource Management,Co-op","Backrooms Society is a 1-8 player co-op horror game. Make your way through unique levels of the backrooms while trying to survive and avoid mysterious entities. Scavenge each level for gear and resources, bring it back to The Hub where you can sell valuables and buy/craft new gear."
5065,,,,,,,,,,,,9.99,2016-03-29,1114.0,Mostly Positive,"Simulation,Action,Flight,Classic,Sci-fi,Singleplayer,Space,1990's","It is a time of great rejoicing in the galaxy. Luke Skywalker, with the help of Wedge Antilles, has blown up the Death Star. But there is little time to celebrate. The mighty Empire is gathering strength for a determined, all-out assault on the Rebel forces."
5066,,,,,,,,,,,,13.99,2021-09-23,32.0,Mixed,"RPG,Action,Adventure,Simulation",This guide will show you the countless possibilities of the game and help you make the right decisions in every situation.
5067,,,,,,,,,,,,8.19,2021-12-03,1264.0,Very Positive,"Horror,First-Person,Atmospheric,Pixel Graphics,Dark Humor,Adventure,Immersive Sim,Time Management,3D,Survival Horror,Management,1990's,Action,Dystopian ,Action-Adventure,Old School,Realistic,Conspiracy,Survival,Lore-Rich","Congrats, you're hired! Serve customers and maintain the Happy's Humble Burger Farm restaurant alone on the overnight. But be careful; things fall apart if you mess up! After work, head home and keep your eyes open for a way to escape the Barnyard Buds and their fast food fever-dream."
5068,,,,,,,,,,,,5.89,2019-08-02,98.0,Very Positive,"Indie,Action,Bullet Hell,Shoot 'Em Up,Faith,Anime,Cute,Female Protagonist","飛び出そう、いつも通りの弾幕へ

それが結果として世界をひっくり返す事になるだろう

プリティでデュアリスチックなシューティング幻想！"
5069,,,,,,,,,,,,11.99,2021-09-17,2934.0,Mostly Positive,"Stealth,Ninja,Assassin,Online Co-Op,Co-op Campaign,Action,Action-Adventure,Stylized,Third Person,3D,Dark,Fantasy,Magic,Story Rich,Character Customization,Combat,PvE,Co-op,Multiplayer,Singleplayer",Aragami 2 is a third person stealth game where you play as an assassin with the power to control the shadows. Join the shadow clan and fight the invader armies to protect your people.
5070,,,,,,,,,,,,1.29,2020-09-30,3107.0,Mixed,"Sexual Content,Action,Anime,Female Protagonist,Nudity,RPG,Adventure,Indie,Hack and Slash,Gore,Cute,Violent,Mature,JRPG,Singleplayer,Early Access,Mythology,Third Person","Explore the land of Sulnas as the ""Shadow of Death"", a cat girl who's dauntless and fierce. The land is poisoned by secret power and desperately needs salvation. Can you save it from its sure demise or will you doom its fate like everyone else would?"
5071,,,,,,,,,,,,2.99,2024-07-17,55.0,Very Positive,"Action,Action-Adventure,Shooter,Arcade,2D Platformer,Bullet Hell,Combat Racing,Shoot 'Em Up,2D,Pixel Graphics,1980s,1990's,Aliens,Space,War,Futuristic,Robots,Mars,Sci-fi,Combat","G WARRIOR is a retro hardcore action shooting game. Pick up the gun and destroy all robots and aliens. Fight in colorful scenes such as snowy mountains, caves, seas of fire, alien lairs, etc.! !"
5072,,,,,,,,,,,,4.49,2023-10-18,34.0,Mostly Positive,"Action,Adventure,RPG,Indie,Simulation","Befriend a pet, and together solve the numerous dungeons to discover the secret behind the island. There's a furry friend for everyone!"
5073,,,,,,,,,,,,4.99,2024-01-16,39.0,Positive,"Action,Gore,Violent","Khameleon returns to the new Mortal Kombat™ Universe. 



Purchase this pack and receive Khameleon as a Kameo Character to assist you in fight."
5074,,,,,,,,,,,,9.9,2020-04-09,41.0,Positive,Action,"A decor set you can use to decorate your room.

Decorate your room to your heart's content!"
5075,,,,,,,,,,,,11.99,2023-11-09,11.0,Mostly Positive,"RPG,Anime,JRPG,Action,Action RPG,Singleplayer,Open World,Fantasy,Story Rich,Third Person,Magic,Adventure,Combat,Romance,Controller,Female Protagonist,Character Customization,Sexual Content,Hack and Slash,Multiplayer","The Classic Characters Costume & Arranged BGM Pack includes special hairstyles, costumes, and weapons modeled after characters from the ""Tales of"" series, as well as new battle BGM tracks specially arranged by Motoi Sakuraba."
5076,,,,,,,,,,,,8.19,2021-08-19,529.0,Very Positive,"Action,Beat 'em up,Side Scroller,Choose Your Own Adventure,Arcade,Action-Adventure,2D,Comic Book,Co-op,Choices Matter,Multiple Endings,Retro,Local Multiplayer,Local Co-Op,Singleplayer,Multiplayer,Adventure,Indie,Fighting,Hand-drawn","Mayhem Brawler is an urban fantasy themed beat 'em up that brings back the 90s arcade vibe to present day. With comic book style art and kick-ass soundtracks, it offers a unique experience that you can tackle solo or as co-op with friends while defining the next step in the story with your choices."
5077,,,,,,,,,,,,8.19,2018-10-25,2042.0,Mostly Positive,"Indie,Violent,Pixel Graphics,Action,Stealth,Strategy,Simulation,Great Soundtrack,Adventure,Singleplayer,Funny,Psychedelic,Difficult,Top-Down,Villain Protagonist,Tactical,Music,Multiplayer,Gore,Co-op","It's 3am and you just want to get some sleep. Welcome back to Party Hard! Stop parties using hundreds of new ways, incidentally destroy a drug syndicate, and save the Earth from an alien invasion. May the chickens be with you!"
5078,,,,,,,,,,,,3.69,2009-11-26,492.0,Very Positive,"Racing,Action,Automobile Sim,Open World,Simulation,Local Multiplayer,Multiplayer,Split Screen,Arcade","Like its predecessors, Crash Time 3, the new installment of the well-known action racing game series, offers varied gameplay in top quality. The German game forge Synetic has once more taken the graphics engine a significant step further."
5079,,,,,,,,,,,,6.99,2016-08-22,1703.0,Mostly Positive,"Pirates,Action,Naval,RPG,Action RPG,Open World,Multiplayer,Indie,Singleplayer,Co-op,Third Person,Historical,Sailing,Atmospheric,Difficult,Action-Adventure,Replay Value,Sandbox,Perma Death,CRPG","Tempest is a Pirate Open World Action RPG where you rove the seas across three continents filled with dozens of colonies and forts, hundreds of quests and countless ships to plunder. Customize your ship, trade, challenge fellow pirates and face mythical monsters such as the Kraken and Leviathan!"
5080,,,,,,,,,,,,1.89,2020-02-27,116.0,Mostly Positive,"Action,RPG,Gore,Violent",Tailor Pack 2 offers four new thematic outfits with five color variations for each one - for a total of 20 new looks.
5081,,,,,,,,,,,,0.99,2017-03-24,67.0,Mostly Positive,"Action,Indie,Shoot 'Em Up,Bullet Hell","Red Death is a vertical shooter, Prologue of the series Project Starship!"
5082,,,,,,,,,,,,8.19,2014-12-11,4271.0,Mixed,"JRPG,RPG,Fantasy,Female Protagonist,Singleplayer,Great Soundtrack,Story Rich,Time Travel,Adventure,Anime,Action,Sci-fi,Third Person,Open World,Cinematic,Action RPG,Turn-Based,Atmospheric,Linear,Turn-Based Combat",It is no longer about facing destiny. Create a new future and change the world! Now enhanced for Windows PC.
5083,,,,,,,,,,,,5.0,2021-06-24,220.0,Very Positive,"Free to Play,Action,Massively Multiplayer,Simulation,Tanks","This DLC’s name speaks for itself: French Express. The AM 39 Gendron-Somua is a French wheeled vehicle. It can reach high speeds and has an accurate gun. Wheeled vehicles are a special type, and it may take some practice to get used to not having tracks."
5084,,,,,,,,,,,,4.49,2024-05-30,115.0,Very Positive,"2D Fighter,Fighting,Action,Anime,2.5D,2D,Multiplayer,Spectacle fighter,Pixel Graphics,Early Access,Indie,Casual,PvP","Say goodbye to jumping and hello to intense, lightning-fast grounded battles! Arcus Chroma is an offline juggle combo fighting game where dodging and countering are the keys to victory. With a truly unique cast to choose from, let your mind run wild as you master the game's creative combo system."
5085,,,,,,,,,,,,2.99,2023-03-09,4571.0,Overwhelmingly Positive,"Action Roguelike,Bullet Hell,Pixel Graphics,Roguelite,2D,Vampire,Indie,Singleplayer,Casual,Arcade,Action,Roguelike,RPG,Controller,Retro,Score Attack,Dark Fantasy,Action RPG,Local Co-Op,1980s","Amass an army of deamonic undead to fight endless waves of heroes intent to end your boneraising ways! In this gothic-horror auto-battle roguelite, use the bones of slain heroes to raise your minions, collect powerful relics and spells, and unlock meta upgrades, all to survive King Gigald's crusade!"
5086,,,,,,,,,,,,8.19,2018-01-23,3783.0,Very Positive,"Indie,Pixel Graphics,Metroidvania,Action,Female Protagonist,Adventure,Story Rich,Platformer,2D,Puzzle Platformer,Great Soundtrack,Singleplayer,Colorful,Action-Adventure,Side Scroller,Puzzle,Cute,Sci-fi,Exploration,LGBTQ+","Join renegade mechanic Robin and uncover the secrets of a dying planet. Explore a big world filled with intricate puzzles, interesting characters and menacing bosses in a beautiful platform adventure that tells a personal story about faith, purpose and the challenge of helping people."
5087,,,,,,,,,,,,14.99,2010-10-26,593.0,Very Positive,"RPG,Action,Comedy,Indie,Hack and Slash,Action RPG,Parody ,Singleplayer,Local Co-Op,Funny,Adventure","For uncounted years, DeathSpank has been a Dispenser of Justice, a Vanquisher of Evil, and a Hero to the Downtrodden."
5088,,,,,,,,,,,,11.99,2016-06-24,93.0,Mixed,"Massively Multiplayer,Action,Adventure,RPG,Free to Play","Updated for 2016 with over $45 in value! Become the Hero or Villain you desire.  Included in the bundle: Light, Electricity, Earth, Quantum, Celestial, Rage, Munitions, and Atomic Powers at a great price."
5089,,,,,,,,,,,,3.99,2022-06-03,186.0,Very Positive,"Action,Arcade,2D Platformer,Score Attack,Funny,2D,Controller,1980s,Linear,Cartoony,Pixel Graphics,Retro,Indie,Colorful,Old School,Singleplayer,Great Soundtrack","If a long lost arcade game from 1983 resurfaced today, it would be Donut Dodo - a classic 2D platformer from the golden era, tough as nails and challenging for the whole family! Ready to top the high score table?"
5090,,,,,,,,,,,,0.45,2017-10-20,207.0,Very Positive,"Action,Indie,Top-Down,Top-Down Shooter,Zombies,2D,Pixel Graphics,Singleplayer,Shoot 'Em Up,Horror,Gore,Twin Stick Shooter,Score Attack,Replay Value,Arcade,Difficult,GameMaker,Adventure,Bullet Hell,Destruction","Blackout Z' is a super fast top-down view shooter where you face ZOMBIES, SAWS and the DARK. Do you have what it takes to have what it takes to survive the zombie apocalypse with only your gun and an old flashlight?"
5091,,,,,,,,,,,,1.29,2022-05-09,128.0,Very Positive,"Action,Adventure,Indie,Violent,1980s,Survival Horror,First-Person,Retro,Pixel Graphics,Atmospheric,Mystery,Psychological Horror,Story Rich,Minimalist,Action-Adventure,Horror","""Red Valley"" is a silent hill-inspired short game with 80s trash horror elements."
5092,,,,,,,,,,,,1.39,2014-11-25,3951.0,Very Positive,"Visual Novel,Romance,Dating Sim,Cute,Point & Click,Choices Matter,Story Rich,Funny,Anime,Action,Casual,Simulation,Atmospheric,Nudity,Adventure,Singleplayer,Sexual Content,Mature,Hentai,Great Soundtrack",If My Heart Had Wings is an animated visual novel presenting a lovely and bittersweet tale of youth. Take on the role of Aoi Minase in this romantic-comedy as he meets various young girls in his hometown and works together with them to revive their school’s glider-flying “Soaring Club” in order to realize their shared dream of flight.
5093,,,,,,,,,,,,10.49,2023-11-02,339.0,Mostly Positive,"FPS,PvE,Action-Adventure,Shooter,VR,Arcade,First-Person,Story Rich,Action,Casual,Sniper,Military,War,Combat,Artificial Intelligence,Modern,Co-op,Online Co-Op,Multiplayer,Singleplayer","Fierce military arcade shooter in VR for single-player and co-op multiplayer. Drop into a variety of indoor and outdoor battle scenes with 63 missions, 39 different weapons, and 17 types of enemies as you lead an elite fireteam into immersive 360° combat."
5094,,,,,,,,,,,,4.49,2023-02-14,20.0,Positive,"Action,Arcade,Puzzle,2D Platformer,Puzzle Platformer,2D,Pixel Graphics,Colorful,Comedy,Retro,Family Friendly,Old School,Linear,Controller,Local Multiplayer,Singleplayer","Those wacky gangsters are up to no good... Dodge them, plant the bombs and flee the building before it blows up!"
5095,,,,,,,,,,,,1.49,2023-11-02,86.0,Very Positive,"Action,Singleplayer,Vehicular Combat,Driving,Hack and Slash,Swordplay,Arcade,Stylized,Third Person,Indie,Early Access,Racing,Violent,Dystopian ,Combat,Cartoony,Souls-like",SWORDCAR is an automotive CAR-achter action game with a healthy serving of gore.  Slash and slice at 100 MPH and bathe in the blood of the mysterious BUSY CORP.
